Filename;ClassId
dataset\GTSRB\Final_Training/Images\00005\00025_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00025_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00026_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00027_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00028_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00029_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00030_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00031_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00032_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00033_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00034_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00035_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00036_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00037_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00011.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00012.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00013.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00014.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00015.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00016.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00017.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00018.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00019.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00020.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00021.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00022.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00023.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00024.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00025.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00026.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00027.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00028.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00038_00029.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00000.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00001.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00002.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00003.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00004.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00005.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00006.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00007.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00008.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00009.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00010.ppm;5
dataset\GTSRB\Final_Training/Images\00005\00039_00011.ppm;5
